image_names,cell_type,xmin,xmax,ymin,ymax
BLACK_DATA (104).jpg,Rotten,0,135,163,299
RED_DATA (58).jpg,Ripe,337,579,307,537
GREEN_DATA (212).jpg,Unripe,232,607,257,546
GREEN_DATA (414).jpg,Ripe,212,549,170,475
GREEN_DATA (109).jpg,Unripe,608,704,468,569
RED_DATA (514).jpg,Ripe,672,912,580,770
RED_DATA (237).jpg,Ripe,270,415,497,661
GREEN_DATA (768).jpg,Unripe,404,659,237,507
GREEN_DATA (275).jpg,Unripe,189,399,34,244
BLACK_DATA (80).jpg,Rotten,509,711,47,222
RED_DATA (130).jpg,Ripe,616,791,179,384
GREEN_DATA (259).jpg,Unripe,264,291,571,608
GREEN_DATA (345).jpg,Unripe,449,556,269,397
BLACK_DATA (101).jpg,Rotten,257,335,104,172
RED_DATA (289).jpg,Ripe,347,640,784,1028
RED_DATA (621).jpg,Ripe,1057,1427,528,838
BLACK_DATA (291).jpg,Rotten,609,850,395,618
BLACK_DATA (859).jpg,Rotten,396,533,372,527
RED_DATA (517).jpg,Ripe,200,772,347,803
BLACK_DATA (725).jpg,Rotten,313,351,512,557
RED_DATA (939).jpg,Ripe,245,435,419,636
RED_DATA (403).jpg,Ripe,582,1047,292,770
BLACK_DATA (298).jpg,Rotten,720,940,225,411
BLACK_DATA (260).jpg,Rotten,9,102,342,465
GREEN_DATA (606).jpg,Unripe,112,394,255,534
GREEN_DATA (875).jpg,Ripe,473,679,475,659
BLACK_DATA (760).jpg,Rotten,445,640,29,194
BLACK_DATA (822).jpg,Rotten,668,706,395,429
BLACK_DATA (859).jpg,Rotten,660,785,38,145
GREEN_DATA (625).jpg,Unripe,147,349,317,524
BLACK_DATA (91).jpg,Rotten,842,899,471,518
BLACK_DATA (160).jpg,Rotten,277,546,212,459
RED_DATA (182).jpg,Ripe,12,142,841,1014
GREEN_DATA (275).jpg,Unripe,676,871,312,557
RED_DATA (631).jpg,Ripe,365,585,289,534
RED_DATA (546).jpg,Ripe,371,627,132,396
BLACK_DATA (25).jpg,Rotten,380,659,270,513
RED_DATA (625).jpg,Ripe,252,642,375,740
GREEN_DATA (515).jpg,Ripe,204,499,219,499
RED_DATA (943).jpg,Ripe,677,955,272,610
GREEN_DATA (197).jpg,Unripe,69,219,562,717
GREEN_DATA (531).jpg,Unripe,456,513,614,668
RED_DATA (312).jpg,Ripe,189,402,62,279
GREEN_DATA (321).jpg,Unripe,322,544,270,502
BLACK_DATA (717).jpg,Rotten,573,617,186,228
BLACK_DATA (87).jpg,Rotten,389,574,212,445
RED_DATA (465).jpg,Ripe,894,1128,666,865
BLACK_DATA (581).jpg,Rotten,27,244,5,215
RED_DATA (278).jpg,Ripe,433,562,707,832
BLACK_DATA (37).jpg,Rotten,594,804,180,392
BLACK_DATA (518).jpg,Rotten,444,578,215,369
BLACK_DATA (729).jpg,Rotten,318,437,360,439
BLACK_DATA (277).jpg,Rotten,546,619,538,607
BLACK_DATA (845).jpg,Rotten,9,157,291,424
BLACK_DATA (540).jpg,Rotten,436,578,285,432
RED_DATA (354).jpg,Ripe,154,279,59,217
GREEN_DATA (364).jpg,Unripe,146,260,405,495
GREEN_DATA (76).jpg,Unripe,372,591,224,429
BLACK_DATA (754).jpg,Rotten,366,671,196,480
BLACK_DATA (295).jpg,Rotten,414,547,339,468
RED_DATA (577).jpg,Ripe,439,837,357,828
GREEN_DATA (219).jpg,Unripe,529,631,392,517
BLACK_DATA (102).jpg,Rotten,152,247,602,672
GREEN_DATA (258).jpg,Unripe,287,373,227,302
GREEN_DATA (145).jpg,Unripe,419,591,297,457
GREEN_DATA (643).jpg,Unripe,342,666,70,392
GREEN_DATA (43).jpg,Unripe,62,438,399,729
RED_DATA (463).jpg,Ripe,482,1010,280,775
GREEN_DATA (104).jpg,Unripe,365,607,162,404
GREEN_DATA (642).jpg,Unripe,65,345,219,483
BLACK_DATA (562).jpg,Rotten,709,896,202,394
RED_DATA (354).jpg,Unripe,826,1001,356,509
BLACK_DATA (345).jpg,Rotten,231,279,523,570
BLACK_DATA (45).jpg,Rotten,62,134,457,529
GREEN_DATA (458).jpg,Unripe,357,417,252,304
GREEN_DATA (840).jpg,Unripe,226,457,324,535
GREEN_DATA (660).jpg,Unripe,59,219,97,225
BLACK_DATA (751).jpg,Rotten,325,697,121,527
GREEN_DATA (436).jpg,Unripe,317,484,22,239
RED_DATA (499).jpg,Ripe,1026,1260,330,542
BLACK_DATA (674).jpg,Rotten,769,836,455,510
BLACK_DATA (712).jpg,Rotten,827,948,477,589
GREEN_DATA (359).jpg,Unripe,140,204,228,309
GREEN_DATA (658).jpg,Unripe,394,821,240,612
BLACK_DATA (788).jpg,Rotten,199,281,422,505
RED_DATA (165).jpg,Unripe,521,909,220,627
RED_DATA (173).jpg,Ripe,255,412,111,254
BLACK_DATA (477).jpg,Rotten,415,880,106,580
BLACK_DATA (622).jpg,Rotten,352,534,294,439
RED_DATA (479).jpg,Ripe,1167,1429,366,591
GREEN_DATA (49).jpg,Unripe,128,273,430,582
BLACK_DATA (16).jpg,Rotten,570,615,484,531
BLACK_DATA (243).jpg,Rotten,632,702,359,423
RED_DATA (145).jpg,Ripe,87,409,564,916
RED_DATA (650).jpg,Ripe,0,172,732,950
RED_DATA (9).jpg,Ripe,387,701,145,432
GREEN_DATA (11).jpg,Ripe,240,288,676,735
RED_DATA (835).jpg,Ripe,942,1307,272,644
GREEN_DATA (685).jpg,Unripe,297,591,42,380
BLACK_DATA (68).jpg,Rotten,188,382,491,665
BLACK_DATA (713).jpg,Rotten,186,235,435,476
GREEN_DATA (39).jpg,Unripe,357,435,561,661
GREEN_DATA (337).jpg,Unripe,313,363,171,212
RED_DATA (660).jpg,Ripe,247,747,182,755
RED_DATA (283).jpg,Ripe,484,634,110,315
RED_DATA (574).jpg,Ripe,937,1187,681,976
BLACK_DATA (152).jpg,Rotten,844,913,305,368
BLACK_DATA (672).jpg,Rotten,388,463,96,167
GREEN_DATA (823).jpg,Unripe,204,454,330,612
GREEN_DATA (657).jpg,Unripe,221,367,154,335
GREEN_DATA (587).jpg,Unripe,113,401,403,677
RED_DATA (82).jpg,Ripe,452,559,510,607
BLACK_DATA (773).jpg,Rotten,337,408,527,621
GREEN_DATA (554).jpg,Unripe,424,651,210,427
GREEN_DATA (752).jpg,Unripe,319,559,284,524
GREEN_DATA (257).jpg,Unripe,670,807,408,529
GREEN_DATA (714).jpg,Unripe,24,352,20,317
RED_DATA (262).jpg,Ripe,412,607,152,364
GREEN_DATA (506).jpg,Unripe,64,162,139,204
GREEN_DATA (666).jpg,Unripe,137,354,377,589
GREEN_DATA (457).jpg,Unripe,364,434,314,389
GREEN_DATA (445).jpg,Unripe,534,624,398,518
BLACK_DATA (153).jpg,Rotten,445,477,304,336
GREEN_DATA (1).jpg,Unripe,446,674,354,570
BLACK_DATA (778).jpg,Rotten,324,631,167,437
BLACK_DATA (241).jpg,Rotten,259,464,437,662
GREEN_DATA (529).jpg,Unripe,272,364,90,195
GREEN_DATA (545).jpg,Unripe,367,563,271,457
GREEN_DATA (804).jpg,Unripe,434,686,134,477
BLACK_DATA (622).jpg,Rotten,482,649,399,569
BLACK_DATA (89).jpg,Rotten,432,596,413,563
BLACK_DATA (758).jpg,Rotten,446,504,524,577
GREEN_DATA (773).jpg,Unripe,424,809,262,655
GREEN_DATA (253).jpg,Ripe,556,821,362,590
GREEN_DATA (783).jpg,Unripe,525,684,368,495
BLACK_DATA (516).jpg,Rotten,579,714,205,328
GREEN_DATA (227).jpg,Unripe,554,668,288,399
BLACK_DATA (611).jpg,Rotten,438,490,315,364
RED_DATA (384).jpg,Ripe,230,532,272,570
GREEN_DATA (484).jpg,Unripe,726,864,267,437
BLACK_DATA (772).jpg,Rotten,512,619,332,423
RED_DATA (262).jpg,Unripe,113,331,473,681
BLACK_DATA (532).jpg,Rotten,425,479,434,492
BLACK_DATA (21).jpg,Rotten,267,437,372,544
BLACK_DATA (749).jpg,Rotten,439,519,357,440
GREEN_DATA (427).jpg,Unripe,347,455,131,266
BLACK_DATA (835).jpg,Rotten,858,880,508,526
BLACK_DATA (818).jpg,Rotten,401,421,350,368
RED_DATA (336).jpg,Ripe,646,711,133,188
GREEN_DATA (491).jpg,Unripe,173,385,194,362
RED_DATA (397).jpg,Ripe,127,492,52,505
RED_DATA (437).jpg,Ripe,169,717,304,814
GREEN_DATA (573).jpg,Unripe,609,926,245,555
GREEN_DATA (64).jpg,Unripe,345,583,244,482
RED_DATA (501).jpg,Ripe,837,1027,317,517
BLACK_DATA (565).jpg,Rotten,930,998,462,537
GREEN_DATA (30).jpg,Unripe,214,304,467,557
GREEN_DATA (747).jpg,Unripe,409,594,270,442
GREEN_DATA (674).jpg,Unripe,484,669,212,402
BLACK_DATA (458).jpg,Rotten,651,756,370,502
GREEN_DATA (750).jpg,Unripe,292,671,397,752
BLACK_DATA (678).jpg,Rotten,399,614,237,464
GREEN_DATA (499).jpg,Unripe,291,438,195,371
BLACK_DATA (628).jpg,Rotten,299,621,242,552
GREEN_DATA (179).jpg,Unripe,149,249,152,289
GREEN_DATA (281).jpg,Unripe,305,402,861,969
RED_DATA (364).jpg,Ripe,680,1050,70,427
BLACK_DATA (295).jpg,Rotten,694,897,378,586
GREEN_DATA (159).jpg,Unripe,282,679,172,517
RED_DATA (634).jpg,Ripe,452,632,355,490
GREEN_DATA (796).jpg,Unripe,556,844,287,602
GREEN_DATA (778).jpg,Unripe,227,334,302,396
GREEN_DATA (670).jpg,Unripe,387,634,172,430
RED_DATA (304).jpg,Ripe,53,135,29,103
RED_DATA (545).jpg,Ripe,612,969,332,710
GREEN_DATA (131).jpg,Ripe,217,574,404,681
BLACK_DATA (66).jpg,Rotten,177,666,50,505
GREEN_DATA (909).jpg,Ripe,124,322,254,514
GREEN_DATA (88).jpg,Unripe,439,624,402,522
GREEN_DATA (622).jpg,Unripe,184,429,162,437
RED_DATA (398).jpg,Ripe,797,1180,272,695
BLACK_DATA (97).jpg,Rotten,347,410,344,397
GREEN_DATA (692).jpg,Unripe,89,357,212,494
GREEN_DATA (151).jpg,Unripe,409,706,387,627
GREEN_DATA (180).jpg,Unripe,849,941,132,224
BLACK_DATA (417).jpg,Rotten,4,364,27,367
RED_DATA (239).jpg,Ripe,504,808,315,567
BLACK_DATA (592).jpg,Rotten,462,821,202,554
BLACK_DATA (61).jpg,Rotten,614,856,632,765
GREEN_DATA (647).jpg,Unripe,332,571,149,384
GREEN_DATA (38).jpg,Unripe,218,490,437,676
RED_DATA (303).jpg,Ripe,708,841,409,543
RED_DATA (730).jpg,Ripe,759,1034,775,1112
GREEN_DATA (146).jpg,Unripe,551,671,217,334
RED_DATA (545).jpg,Ripe,1077,1412,543,908
BLACK_DATA (717).jpg,Rotten,159,208,158,204
GREEN_DATA (404).jpg,Unripe,449,599,225,361
GREEN_DATA (868).jpg,Unripe,534,839,297,605
GREEN_DATA (428).jpg,Unripe,235,385,385,555
GREEN_DATA (783).jpg,Unripe,274,482,237,422
GREEN_DATA (201).jpg,Unripe,442,604,194,342
BLACK_DATA (832).jpg,Rotten,106,382,579,879
RED_DATA (938).jpg,Ripe,50,413,259,499
RED_DATA (522).jpg,Ripe,81,301,520,733
BLACK_DATA (128).jpg,Rotten,420,523,408,501
RED_DATA (411).jpg,Ripe,617,1022,618,978
RED_DATA (967).jpg,Ripe,124,881,117,812
GREEN_DATA (875).jpg,Ripe,492,671,216,409
RED_DATA (979).jpg,Ripe,392,729,174,482
RED_DATA (309).jpg,Ripe,134,302,237,370
BLACK_DATA (497).jpg,Rotten,414,869,192,567
RED_DATA (340).jpg,Ripe,284,629,175,485
RED_DATA (664).jpg,Ripe,295,623,451,805
BLACK_DATA (617).jpg,Rotten,575,710,291,411
GREEN_DATA (529).jpg,Unripe,215,310,367,455
BLACK_DATA (712).jpg,Rotten,332,418,455,548
RED_DATA (616).jpg,Ripe,692,985,415,730
BLACK_DATA (365).jpg,Rotten,347,624,290,512
RED_DATA (112).jpg,Ripe,359,536,152,312
GREEN_DATA (760).jpg,Unripe,327,576,52,328
GREEN_DATA (228).jpg,Unripe,439,532,322,417
RED_DATA (494).jpg,Ripe,480,716,640,965
BLACK_DATA (681).jpg,Rotten,106,271,142,267
BLACK_DATA (811).jpg,Rotten,896,981,347,427
BLACK_DATA (281).jpg,Rotten,245,807,30,598
GREEN_DATA (283).jpg,Unripe,442,644,294,462
BLACK_DATA (739).jpg,Rotten,519,797,87,415
GREEN_DATA (359).jpg,Unripe,236,301,100,151
BLACK_DATA (491).jpg,Rotten,464,561,557,657
GREEN_DATA (339).jpg,Unripe,605,737,281,422
GREEN_DATA (867).jpg,Unripe,202,484,184,467
BLACK_DATA (706).jpg,Rotten,127,462,155,510
GREEN_DATA (33).jpg,Unripe,345,505,204,364
BLACK_DATA (241).jpg,Rotten,489,641,460,612
BLACK_DATA (260).jpg,Rotten,452,541,287,382
GREEN_DATA (856).jpg,Unripe,252,424,364,522
GREEN_DATA (199).jpg,Unripe,394,659,7,315
RED_DATA (329).jpg,Unripe,394,591,170,375
GREEN_DATA (530).jpg,Unripe,254,374,207,329
RED_DATA (564).jpg,Ripe,957,1312,194,527
RED_DATA (556).jpg,Ripe,432,932,312,715
BLACK_DATA (674).jpg,Rotten,135,203,107,167
BLACK_DATA (124).jpg,Rotten,474,859,532,758
BLACK_DATA (61).jpg,Rotten,324,579,292,590
GREEN_DATA (467).jpg,Unripe,641,756,209,332
BLACK_DATA (99).jpg,Rotten,513,619,556,646
RED_DATA (418).jpg,Ripe,527,955,275,743
BLACK_DATA (749).jpg,Rotten,291,382,447,544
RED_DATA (383).jpg,Ripe,519,897,462,795
BLACK_DATA (136).jpg,Rotten,399,577,226,385
GREEN_DATA (809).jpg,Unripe,135,427,474,721
RED_DATA (354).jpg,Unripe,7,138,201,342
GREEN_DATA (523).jpg,Ripe,564,741,382,542
BLACK_DATA (321).jpg,Rotten,173,248,658,737
GREEN_DATA (460).jpg,Unripe,457,531,227,304
BLACK_DATA (149).jpg,Rotten,923,1022,203,345
RED_DATA (148).jpg,Ripe,257,547,581,884
RED_DATA (448).jpg,Ripe,420,667,215,497
RED_DATA (4).jpg,Ripe,332,439,35,122
GREEN_DATA (496).jpg,Unripe,839,981,232,357
RED_DATA (964).jpg,Ripe,79,584,299,836
RED_DATA (484).jpg,Ripe,592,837,270,545
BLACK_DATA (616).jpg,Rotten,564,876,272,618
RED_DATA (519).jpg,Ripe,822,1036,273,467
RED_DATA (173).jpg,Unripe,243,391,690,810
BLACK_DATA (226).jpg,Rotten,724,795,586,661
GREEN_DATA (843).jpg,Unripe,488,654,15,173
BLACK_DATA (368).jpg,Rotten,764,851,225,305
BLACK_DATA (492).jpg,Rotten,728,758,441,471
BLACK_DATA (488).jpg,Rotten,192,442,19,226
GREEN_DATA (533).jpg,Unripe,447,719,232,542
RED_DATA (820).jpg,Ripe,147,809,150,820
BLACK_DATA (99).jpg,Rotten,217,293,363,435
BLACK_DATA (679).jpg,Rotten,519,929,326,655
RED_DATA (615).jpg,Ripe,242,502,745,945
BLACK_DATA (248).jpg,Rotten,307,494,215,460
RED_DATA (189).jpg,Ripe,197,489,132,357
BLACK_DATA (456).jpg,Rotten,891,981,357,452
GREEN_DATA (505).jpg,Unripe,287,361,817,897
GREEN_DATA (267).jpg,Unripe,546,649,580,667
GREEN_DATA (259).jpg,Unripe,515,550,523,567
BLACK_DATA (773).jpg,Rotten,260,346,547,644
BLACK_DATA (404).jpg,Rotten,187,392,547,649
BLACK_DATA (153).jpg,Rotten,268,301,247,284
RED_DATA (354).jpg,Ripe,427,551,27,194
RED_DATA (285).jpg,Ripe,171,505,332,659
GREEN_DATA (311).jpg,Ripe,407,560,334,494
RED_DATA (925).jpg,Ripe,219,801,56,681
GREEN_DATA (565).jpg,Unripe,60,295,609,816
GREEN_DATA (168).jpg,Unripe,77,167,470,547
GREEN_DATA (286).jpg,Unripe,126,167,281,322
GREEN_DATA (239).jpg,Ripe,381,502,231,369
RED_DATA (29).jpg,Ripe,489,696,184,409
BLACK_DATA (637).jpg,Rotten,192,240,551,605
BLACK_DATA (492).jpg,Rotten,186,208,471,495
GREEN_DATA (834).jpg,Unripe,392,629,252,481
GREEN_DATA (303).jpg,Unripe,288,384,87,190
GREEN_DATA (78).jpg,Unripe,327,474,245,402
GREEN_DATA (605).jpg,Unripe,87,367,132,417
RED_DATA (978).jpg,Ripe,359,636,227,477
BLACK_DATA (860).jpg,Rotten,656,814,459,621
RED_DATA (883).jpg,Ripe,462,892,455,910
GREEN_DATA (479).jpg,Unripe,88,399,447,770
GREEN_DATA (529).jpg,Unripe,216,303,165,246
RED_DATA (180).jpg,Unripe,829,892,581,646
RED_DATA (574).jpg,Ripe,1212,1437,694,964
BLACK_DATA (553).jpg,Rotten,469,644,280,492
BLACK_DATA (196).jpg,Rotten,429,630,157,355
BLACK_DATA (354).jpg,Rotten,172,289,280,432
BLACK_DATA (97).jpg,Rotten,395,471,612,674
RED_DATA (598).jpg,Ripe,387,978,412,1012
BLACK_DATA (89).jpg,Rotten,174,339,172,312
BLACK_DATA (406).jpg,Rotten,374,579,182,412
RED_DATA (214).jpg,Ripe,589,936,94,459
BLACK_DATA (687).jpg,Rotten,7,1012,342,676
RED_DATA (654).jpg,Ripe,724,942,870,1003
BLACK_DATA (299).jpg,Rotten,711,959,353,545
GREEN_DATA (330).jpg,Ripe,519,642,263,395
BLACK_DATA (95).jpg,Rotten,530,671,515,637
GREEN_DATA (339).jpg,Unripe,152,275,507,626
GREEN_DATA (614).jpg,Unripe,493,629,389,546
BLACK_DATA (458).jpg,Rotten,437,559,485,610
GREEN_DATA (101).jpg,Unripe,282,594,225,495
GREEN_DATA (362).jpg,Unripe,537,579,345,388
RED_DATA (329).jpg,Unripe,781,996,72,298
GREEN_DATA (744).jpg,Unripe,149,359,295,502
RED_DATA (765).jpg,Ripe,104,924,169,901
GREEN_DATA (801).jpg,Unripe,250,444,189,503
RED_DATA (845).jpg,Ripe,112,863,89,921
BLACK_DATA (491).jpg,Rotten,510,605,340,430
RED_DATA (583).jpg,Ripe,477,702,450,675
GREEN_DATA (839).jpg,Unripe,402,631,219,484
BLACK_DATA (532).jpg,Rotten,366,430,359,418
GREEN_DATA (668).jpg,Unripe,122,380,62,376
RED_DATA (278).jpg,Ripe,47,165,651,778
BLACK_DATA (811).jpg,Rotten,664,752,224,295
BLACK_DATA (722).jpg,Rotten,231,316,376,455
GREEN_DATA (182).jpg,Unripe,117,332,500,670
GREEN_DATA (600).jpg,Unripe,487,680,149,295
GREEN_DATA (749).jpg,Unripe,312,559,235,460
GREEN_DATA (335).jpg,Unripe,647,727,37,127
RED_DATA (448).jpg,Ripe,534,794,690,967
RED_DATA (891).jpg,Ripe,104,919,129,851
BLACK_DATA (845).jpg,Rotten,779,879,535,638
RED_DATA (923).jpg,Ripe,224,796,187,728
RED_DATA (424).jpg,Ripe,757,999,267,475
BLACK_DATA (112).jpg,Rotten,222,592,108,486
GREEN_DATA (745).jpg,Unripe,519,716,357,534
GREEN_DATA (148).jpg,Unripe,439,649,299,489
BLACK_DATA (138).jpg,Rotten,397,556,132,257
BLACK_DATA (574).jpg,Rotten,212,418,251,547
RED_DATA (600).jpg,Ripe,260,735,345,785
BLACK_DATA (229).jpg,Rotten,434,699,110,440
BLACK_DATA (45).jpg,Rotten,384,484,72,144
GREEN_DATA (838).jpg,Unripe,120,285,534,704
GREEN_DATA (827).jpg,Unripe,638,779,72,216
BLACK_DATA (23).jpg,Rotten,686,846,310,437
RED_DATA (303).jpg,Ripe,3,106,476,602
BLACK_DATA (443).jpg,Rotten,162,319,836,991
RED_DATA (322).jpg,Ripe,292,714,5,180
BLACK_DATA (686).jpg,Rotten,573,619,315,359
RED_DATA (319).jpg,Ripe,559,701,207,377
BLACK_DATA (16).jpg,Rotten,173,234,603,656
BLACK_DATA (859).jpg,Rotten,521,663,1,75
BLACK_DATA (860).jpg,Rotten,296,428,225,332
RED_DATA (900).jpg,Ripe,217,811,34,647
GREEN_DATA (568).jpg,Unripe,294,514,337,590
BLACK_DATA (713).jpg,Rotten,131,176,347,390
GREEN_DATA (392).jpg,Unripe,447,599,158,311
RED_DATA (437).jpg,Ripe,717,1157,69,499
RED_DATA (364).jpg,Ripe,914,1292,461,833
RED_DATA (209).jpg,Ripe,244,719,12,577
BLACK_DATA (346).jpg,Rotten,474,538,511,588
GREEN_DATA (245).jpg,Ripe,541,751,332,542
GREEN_DATA (362).jpg,Unripe,460,505,394,434
BLACK_DATA (802).jpg,Rotten,359,686,256,527
RED_DATA (708).jpg,Ripe,162,572,327,723
BLACK_DATA (224).jpg,Rotten,213,729,199,617
RED_DATA (871).jpg,Ripe,92,895,197,976
BLACK_DATA (68).jpg,Rotten,124,329,244,427
GREEN_DATA (196).jpg,Unripe,324,447,297,455
BLACK_DATA (291).jpg,Rotten,364,597,231,435
GREEN_DATA (395).jpg,Unripe,152,389,212,449
GREEN_DATA (178).jpg,Unripe,432,516,309,402
GREEN_DATA (464).jpg,Ripe,581,731,298,452
RED_DATA (262).jpg,Unripe,380,612,711,936
RED_DATA (311).jpg,Ripe,345,867,126,675
BLACK_DATA (354).jpg,Rotten,931,1024,142,242
GREEN_DATA (454).jpg,Unripe,384,464,304,375
RED_DATA (309).jpg,Ripe,699,864,334,541
GREEN_DATA (301).jpg,Ripe,367,507,322,479
GREEN_DATA (703).jpg,Unripe,419,689,192,507
BLACK_DATA (34).jpg,Rotten,172,904,472,1302
BLACK_DATA (821).jpg,Rotten,240,272,495,523
BLACK_DATA (116).jpg,Rotten,115,857,74,951
GREEN_DATA (648).jpg,Unripe,536,659,341,507
GREEN_DATA (457).jpg,Unripe,629,702,303,387
GREEN_DATA (133).jpg,Unripe,132,579,32,547
BLACK_DATA (197).jpg,Rotten,458,600,373,482
BLACK_DATA (811).jpg,Rotten,585,652,305,367
GREEN_DATA (449).jpg,Ripe,110,317,571,739
BLACK_DATA (97).jpg,Rotten,440,497,512,566
RED_DATA (493).jpg,Ripe,522,737,455,710
RED_DATA (354).jpg,Ripe,492,611,489,574
RED_DATA (100).jpg,Ripe,377,611,214,449
BLACK_DATA (37).jpg,Rotten,369,629,302,550
GREEN_DATA (795).jpg,Unripe,149,442,434,604
GREEN_DATA (12).jpg,Ripe,6,148,22,155
RED_DATA (378).jpg,Ripe,340,565,92,422
GREEN_DATA (779).jpg,Unripe,654,832,174,407
RED_DATA (885).jpg,Ripe,357,663,423,721
GREEN_DATA (494).jpg,Unripe,634,946,402,667
RED_DATA (220).jpg,Ripe,492,874,167,522
BLACK_DATA (622).jpg,Rotten,24,262,99,307
GREEN_DATA (745).jpg,Unripe,605,807,541,676
RED_DATA (522).jpg,Ripe,172,396,602,814
RED_DATA (304).jpg,Ripe,945,1021,353,523
BLACK_DATA (98).jpg,Rotten,122,203,115,179
BLACK_DATA (849).jpg,Rotten,452,762,286,593
GREEN_DATA (82).jpg,Unripe,485,538,304,357
RED_DATA (636).jpg,Ripe,475,930,740,1252
BLACK_DATA (267).jpg,Rotten,641,834,190,410
GREEN_DATA (738).jpg,Unripe,294,504,387,624
BLACK_DATA (514).jpg,Rotten,199,389,225,395
BLACK_DATA (260).jpg,Rotten,731,844,165,285
RED_DATA (277).jpg,Ripe,586,779,357,539
BLACK_DATA (647).jpg,Rotten,3,816,6,674
GREEN_DATA (398).jpg,Unripe,583,743,330,510
RED_DATA (309).jpg,Unripe,148,315,594,745
RED_DATA (850).jpg,Ripe,149,859,140,850
BLACK_DATA (487).jpg,Rotten,255,662,369,764
BLACK_DATA (797).jpg,Rotten,162,174,569,591
BLACK_DATA (98).jpg,Rotten,366,441,168,226
BLACK_DATA (169).jpg,Rotten,479,550,533,597
RED_DATA (289).jpg,Ripe,622,730,771,1006
GREEN_DATA (134).jpg,Ripe,127,455,459,739
BLACK_DATA (821).jpg,Rotten,808,833,463,488
GREEN_DATA (646).jpg,Unripe,359,528,393,530
GREEN_DATA (363).jpg,Unripe,448,510,406,464
BLACK_DATA (559).jpg,Rotten,455,539,300,368
BLACK_DATA (728).jpg,Rotten,555,646,379,445
RED_DATA (725).jpg,Ripe,740,1065,322,705
BLACK_DATA (133).jpg,Rotten,900,1021,437,620
BLACK_DATA (617).jpg,Rotten,689,789,585,675
BLACK_DATA (80).jpg,Rotten,741,944,64,229
BLACK_DATA (686).jpg,Rotten,825,871,321,364
GREEN_DATA (304).jpg,Unripe,317,479,227,385
GREEN_DATA (889).jpg,Unripe,374,746,32,370
BLACK_DATA (95).jpg,Rotten,219,374,500,682
GREEN_DATA (115).jpg,Ripe,417,554,335,485
RED_DATA (495).jpg,Ripe,819,1302,282,860
GREEN_DATA (452).jpg,Ripe,301,417,466,581
BLACK_DATA (831).jpg,Rotten,235,571,399,740
RED_DATA (682).jpg,Ripe,492,729,492,800
RED_DATA (373).jpg,Ripe,447,789,485,768
BLACK_DATA (4).jpg,Rotten,357,520,529,669
BLACK_DATA (52).jpg,Rotten,565,758,315,587
GREEN_DATA (784).jpg,Unripe,574,779,342,502
BLACK_DATA (47).jpg,Rotten,650,924,924,1140
GREEN_DATA (445).jpg,Unripe,457,549,621,721
BLACK_DATA (354).jpg,Rotten,327,437,207,307
BLACK_DATA (364).jpg,Rotten,649,844,292,529
GREEN_DATA (589).jpg,Unripe,428,673,314,563
GREEN_DATA (400).jpg,Unripe,302,571,264,537
GREEN_DATA (342).jpg,Unripe,497,600,9,89
RED_DATA (728).jpg,Ripe,692,1047,542,904
GREEN_DATA (439).jpg,Unripe,525,608,316,406
BLACK_DATA (655).jpg,Rotten,352,394,442,488
BLACK_DATA (533).jpg,Rotten,436,523,231,322
BLACK_DATA (784).jpg,Rotten,141,437,77,295
GREEN_DATA (398).jpg,Unripe,564,749,124,334
BLACK_DATA (535).jpg,Rotten,17,229,519,684
BLACK_DATA (793).jpg,Rotten,510,692,251,427
RED_DATA (276).jpg,Ripe,19,477,160,620
BLACK_DATA (645).jpg,Rotten,197,841,80,605
GREEN_DATA (758).jpg,Unripe,312,571,400,672
GREEN_DATA (259).jpg,Unripe,203,237,502,541
RED_DATA (634).jpg,Ripe,1332,1470,385,505
BLACK_DATA (42).jpg,Rotten,806,999,107,267
GREEN_DATA (262).jpg,Unripe,116,183,480,573
GREEN_DATA (700).jpg,Unripe,821,989,159,309
GREEN_DATA (348).jpg,Unripe,486,609,217,332
RED_DATA (491).jpg,Ripe,272,537,500,763
BLACK_DATA (216).jpg,Rotten,207,267,421,485
GREEN_DATA (278).jpg,Ripe,421,534,419,554
GREEN_DATA (135).jpg,Unripe,129,392,237,529
GREEN_DATA (269).jpg,Unripe,526,621,390,482
GREEN_DATA (472).jpg,Unripe,605,706,280,389
RED_DATA (359).jpg,Ripe,1140,1455,0,247
BLACK_DATA (826).jpg,Rotten,809,929,139,247
BLACK_DATA (37).jpg,Rotten,1,160,336,492
BLACK_DATA (343).jpg,Rotten,703,851,43,192
RED_DATA (107).jpg,Ripe,304,574,160,443
GREEN_DATA (426).jpg,Ripe,362,564,137,297
BLACK_DATA (18).jpg,Rotten,98,209,542,638
GREEN_DATA (696).jpg,Unripe,157,357,796,944
BLACK_DATA (845).jpg,Rotten,196,420,197,409
BLACK_DATA (859).jpg,Rotten,846,1019,222,419
BLACK_DATA (713).jpg,Rotten,444,484,432,476
BLACK_DATA (810).jpg,Rotten,406,567,141,291
GREEN_DATA (630).jpg,Unripe,377,566,325,500
BLACK_DATA (149).jpg,Rotten,579,759,159,332
RED_DATA (758).jpg,Ripe,40,310,2,182
RED_DATA (49).jpg,Ripe,319,566,245,522
RED_DATA (308).jpg,Ripe,651,1016,117,552
GREEN_DATA (785).jpg,Unripe,337,667,606,876
GREEN_DATA (492).jpg,Unripe,402,614,195,410
